organization_name,claim_type,year,county,urban_rural,doi_region,cah_flag,amb_flag,hospital_pct_medicare,claims,urf_pct_medicare,payer_min,payer_median,payer_max,source_id
Aberdeen Ambulatory Surgical Center,Outpatient,2021,Pueblo,Urban,Pueblo,0,1,1.3069,112,3.2958,3.2958,2.4991,0.0013,civhc_rbp_fy26
AdventHealth Avista,Outpatient,2023,Boulder,Urban,Boulder,0,0,2.8104,9190,2.2475,2.2475,2.4647,0.0355,civhc_rbp_fy26
AdventHealth Parker,Inpatient/Outpatient Combined,2023,Douglas,Urban,Denver,0,0,2.5177,11849,2.1927,2.2619,2.3251,0.1418,civhc_rbp_fy26
AdventHealth Porter,Inpatient,2023,Denver,Urban,Denver,0,0,1.9373,890,1.941,1.6885,1.9517,0.0101,civhc_rbp_fy26
AdventHealth Porter,Outpatient,2023,Denver,Urban,Denver,0,0,2.3925,12090,2.2485,1.722,2.4647,0.0549,civhc_rbp_fy26
Animas Surgical Hospital,Inpatient/Outpatient Combined,2023,La Plata,Rural,West,0,0,2.4986,1655,2.5901,2.6492,2.4878,0.0028,civhc_rbp_fy26
Ascent Surgery Center,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,0.9964,318,2.5464,2.5524,2.4991,0.0013,civhc_rbp_fy26
Aspen Valley Hospital District,Inpatient,2021,Pitkin,Rural,West,1,0,0.5318,156,1.5537,0.5318,1.5263,0.36,civhc_rbp_fy26
Aspen Valley Hospital District,Inpatient,2022,Pitkin,Rural,West,1,0,0.6373,178,1.6768,0.6373,1.6034,0.2475,civhc_rbp_fy26
Aspen Valley Hospital District,Inpatient,2024,Pitkin,Rural,West,1,0,0.937,131,1.5961,0.937,1.5378,0.0004,civhc_rbp_fy26
Banner Fort Collins Medical Center,Inpatient,2022,Larimer,Urban,Ft. Collins,0,0,1.1288,435,2.2229,2.2229,1.99,0.0009,civhc_rbp_fy26
Banner Fort Collins Medical Center,Outpatient,2022,Larimer,Urban,Ft. Collins,0,0,3.0341,3147,2.9914,2.9914,2.528,0.0372,civhc_rbp_fy26
Banner McKee Medical Center,Outpatient,2021,Larimer,Urban,Ft. Collins,0,0,2.5569,5125,2.9767,2.9767,2.4991,0.7875,civhc_rbp_fy26
Banner North Colorado Medical Center,Inpatient,2021,Weld,Urban,Greeley,0,0,2.0911,676,1.9998,1.9998,1.9401,0.1228,civhc_rbp_fy26
Basalt Orthopedic Surgery Center,Outpatient,2022,Eagle,Rural,West,0,1,4.1643,59,2.8235,4.1645,2.7132,0.918,civhc_rbp_fy26
Belmar Ambulatory Surgical Center,Outpatient,2022,Jefferson,Urban,Denver,0,1,1.4162,96,2.3542,2.3461,2.528,0.0032,civhc_rbp_fy26
Boulder Community Health,Inpatient,2023,Boulder,Urban,Boulder,0,0,1.9327,872,1.7876,1.7876,1.9517,0.7131,civhc_rbp_fy26
Boulder Community Health,Inpatient/Outpatient Combined,2022,Boulder,Urban,Boulder,0,0,2.0454,25540,1.916,1.916,2.3666,0.1546,civhc_rbp_fy26
Boulder Community Musculoskeletal Surgery Center,Outpatient,2023,Boulder,Urban,Boulder,0,1,1.848,725,2.2475,2.2475,2.4647,0.0007,civhc_rbp_fy26
Boulder Medical Center,Outpatient,2021,Boulder,Urban,Boulder,0,1,1.5149,676,2.0417,2.0417,2.4991,0.0022,civhc_rbp_fy26
Castle Rock Surgicenter,Outpatient,2021,Douglas,Urban,Denver,0,1,1.3742,138,2.3417,2.2521,2.4991,0.8717,civhc_rbp_fy26
Colorado Urologic Surgery Center - Superior,Outpatient,2024,Boulder,Urban,Boulder,0,1,1.8054,585,2.2621,2.2621,2.524,0.0014,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Inpatient/Outpatient Combined,2022,Boulder,Urban,Boulder,0,0,2.268,4067,1.916,1.916,2.3666,0.055,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Outpatient,2021,Boulder,Urban,Boulder,0,0,2.229,5159,2.0417,2.0417,2.4991,0.0567,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Inpatient/Outpatient Combined,2024,La Plata,Rural,West,0,0,2.6175,14780,2.5642,2.5484,2.4831,1.6211,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Inpatient,2021,Broomfield,Urban,Denver,0,0,1.5239,451,1.8993,1.5239,1.9401,0.01,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Inpatient/Outpatient Combined,2024,Broomfield,Urban,Denver,0,0,2.5894,10413,2.3072,2.5894,2.3717,1.862,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Inpatient,2023,Summit,Rural,West,0,0,1.6165,213,1.7735,1.6165,1.6874,0.0016,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Inpatient/Outpatient Combined,2022,Summit,Rural,West,0,0,3.9494,4904,2.3988,3.9494,2.3417,0.1249,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Outpatient,2024,Summit,Rural,West,0,0,5.9481,4773,3.0338,4.9487,2.891,1.7901,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Inpatient,2023,Morgan,Rural,East,0,0,1.0226,57,1.2034,0.9783,1.6874,0.2337,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Outpatient,2022,Morgan,Rural,East,0,0,5.5848,2011,2.3479,3.4439,2.7132,0.2178,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Inpatient,2021,Pueblo,Urban,Pueblo,0,0,1.7641,60,2.0631,2.0631,1.9401,0.0003,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Inpatient,2022,Pueblo,Urban,Pueblo,0,0,1.6982,57,1.9427,1.9427,1.99,0.0007,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Inpatient/Outpatient Combined,2021,Pueblo,Urban,Pueblo,0,0,2.9921,5927,2.8407,2.8407,2.2969,0.0066,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Inpatient/Outpatient Combined,2023,Pueblo,Urban,Pueblo,0,0,3.1039,5836,2.9153,2.9153,2.3251,0.0922,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Outpatient,2021,Pueblo,Urban,Pueblo,0,0,3.3249,5867,3.2958,3.2958,2.4991,0.0075,civhc_rbp_fy26
Delta Health,Inpatient,2024,Delta,Rural,West,0,0,1.972,55,1.5961,1.972,1.5378,0.2309,civhc_rbp_fy26
Delta Health,Inpatient/Outpatient Combined,2024,Delta,Rural,West,0,0,2.9439,7408,2.5642,2.9439,2.4831,1.1137,civhc_rbp_fy26
Delta Health,Outpatient,2022,Delta,Rural,West,0,0,3.5401,9295,2.8235,3.5401,2.7132,0.0057,civhc_rbp_fy26
Denver Eye Surgery Center,Outpatient,2023,Jefferson,Urban,Denver,0,1,0.8508,439,2.2485,2.426,2.4647,0.0009,civhc_rbp_fy26
Denver Health,Inpatient/Outpatient Combined,2021,Denver,Urban,Denver,0,0,0.8104,103223,2.1842,1.8191,2.2969,0.0764,civhc_rbp_fy26
Denver Health,Outpatient,2024,Denver,Urban,Denver,0,0,1.2855,89187,2.4045,1.9042,2.524,0.6355,civhc_rbp_fy26
Dry Creek Surgery Center,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.3711,173,2.3417,2.5878,2.4991,0.7327,civhc_rbp_fy26
Dry Creek Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.3144,181,2.4045,2.6401,2.524,0.265,civhc_rbp_fy26
East Morgan County Hospital,Inpatient,2023,Morgan,Rural,East,1,0,0.9132,38,1.2034,0.9783,1.6874,0.0001,civhc_rbp_fy26
East Morgan County Hospital,Inpatient/Outpatient Combined,2021,Morgan,Rural,East,1,0,1.7899,2121,2.1124,2.8151,2.2483,0.0079,civhc_rbp_fy26
East Morgan County Hospital,Outpatient,2022,Morgan,Rural,East,1,0,2.0712,2065,2.3479,3.4439,2.7132,0.0081,civhc_rbp_fy26
East Morgan County Hospital,Outpatient,2024,Morgan,Rural,East,1,0,1.8591,2363,2.4156,3.2045,2.891,0.0909,civhc_rbp_fy26
Endoscopy Center of Colorado Springs,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.9535,2709,2.6399,2.6428,2.528,0.326,civhc_rbp_fy26
Endoscopy Center of Colorado Springs,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.9396,2461,2.5173,2.5332,2.4647,0.7291,civhc_rbp_fy26
Endoscopy Center of Western Colorado,Outpatient,2023,Mesa,Urban,Grand Junction,0,1,1.1428,291,3.7218,3.7218,2.4647,0.0019,civhc_rbp_fy26
Endoscopy Center of the Rockies - Lafayette,Outpatient,2023,Boulder,Urban,Boulder,0,1,3.5219,1081,2.2475,2.2475,2.4647,0.0844,civhc_rbp_fy26
Estes Park Health,Outpatient,2021,Larimer,Urban,Ft. Collins,1,0,1.6806,2245,2.9767,2.9767,2.4991,0.5851,civhc_rbp_fy26
Family Health West,Inpatient/Outpatient Combined,2022,Mesa,Urban,Grand Junction,1,0,1.8058,3923,3.086,3.086,2.3666,0.1016,civhc_rbp_fy26
Family Health West,Inpatient/Outpatient Combined,2024,Mesa,Urban,Grand Junction,1,0,1.7509,4705,2.9432,2.9432,2.3717,0.0048,civhc_rbp_fy26
Front Range Endoscopy Centers,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.0852,1092,2.5173,2.5332,2.4647,0.0024,civhc_rbp_fy26
Functional Neurosurgical Ambulatory Surgery Center,Outpatient,2023,Arapahoe,Urban,Denver,0,1,1.0479,38,2.2485,2.4517,2.4647,0.0001,civhc_rbp_fy26
Golden Ridge Ambulatory Surgery Center,Outpatient,2021,Jefferson,Urban,Denver,0,1,1.8103,1395,2.3417,2.5164,2.4991,0.9565,civhc_rbp_fy26
Grand River Hospital District,Inpatient/Outpatient Combined,2023,Garfield,Rural,West,1,0,1.7276,8900,2.5901,3.1476,2.4878,0.0803,civhc_rbp_fy26
Grand River Hospital District,Outpatient,2022,Garfield,Rural,West,1,0,1.6514,10224,2.8235,2.8492,2.7132,0.0291,civhc_rbp_fy26
Greeley Endoscopy Center,Outpatient,2023,Weld,Urban,Greeley,0,1,1.4705,1039,2.9683,2.9683,2.4647,0.0022,civhc_rbp_fy26
Gunnison Valley Hospital,Inpatient/Outpatient Combined,2022,Gunnison,Rural,West,1,0,1.9369,7380,2.3988,1.9369,2.3417,0.0697,civhc_rbp_fy26
Gunnison Valley Hospital,Outpatient,2022,Gunnison,Rural,West,1,0,1.9478,7322,2.8235,1.9726,2.7132,0.0754,civhc_rbp_fy26
Haxtun Health,Inpatient/Outpatient Combined,2024,Phillips,Rural,East,1,0,1.1936,432,2.2207,1.3003,2.4831,0.0146,civhc_rbp_fy26
Healthone Ridge View Endoscopy Center - Englewood,Outpatient,2024,Arapahoe,Urban,Denver,0,1,2.8271,1666,2.4045,2.6401,2.524,0.2843,civhc_rbp_fy26
Healthone Ridge View Endoscopy Center - Lone Tree,Outpatient,2021,Douglas,Urban,Denver,0,1,3.1551,2093,2.3417,2.2521,2.4991,0.0022,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Inpatient/Outpatient Combined,2021,Chaffee,Rural,East,1,0,2.1172,6774,2.1124,2.1172,2.2483,0.0245,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Inpatient/Outpatient Combined,2022,Chaffee,Rural,East,1,0,2.2762,6909,2.1472,2.2762,2.3417,0.0917,civhc_rbp_fy26
Highline South Ambulatory Surgery Center,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.1227,194,2.3417,2.5878,2.4991,0.0031,civhc_rbp_fy26
Intermountain Health Good Samaritan Medical Center,Outpatient,2022,Boulder,Urban,Boulder,0,0,2.0902,14410,2.169,2.169,2.528,0.0517,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Inpatient/Outpatient Combined,2022,Adams,Urban,Denver,0,0,2.725,5623,2.284,2.858,2.3666,0.0555,civhc_rbp_fy26
Intermountain Health Saint Joseph Hospital,Inpatient,2021,Denver,Urban,Denver,0,0,1.646,5728,1.8993,1.6468,1.9401,0.1138,civhc_rbp_fy26
Intermountain Health Saint Joseph Hospital,Inpatient/Outpatient Combined,2023,Denver,Urban,Denver,0,0,1.7125,26769,2.1927,1.7678,2.3251,0.0778,civhc_rbp_fy26
Kit Carson County Health Services District,Outpatient,2022,Kit Carson,Rural,East,1,0,1.5977,1821,2.3479,1.5977,2.7132,0.8915,civhc_rbp_fy26
Lincoln Health,Inpatient/Outpatient Combined,2024,Lincoln,Rural,East,1,0,0.9965,1832,2.2207,0.9965,2.4831,0.5009,civhc_rbp_fy26
Lutheran Campus Ambulatory Surgery Center,Outpatient,2021,Jefferson,Urban,Denver,0,1,1.539,1039,2.3417,2.5164,2.4991,0.001,civhc_rbp_fy26
Memorial Regional Health,Inpatient/Outpatient Combined,2023,Moffat,Rural,West,0,0,1.9122,2577,2.5901,1.9122,2.4878,0.1779,civhc_rbp_fy26
Memorial Regional Health,Outpatient,2023,Moffat,Rural,West,0,0,1.8389,2567,2.9891,1.8389,2.8358,0.1779,civhc_rbp_fy26
Middle Park Health - Granby,Inpatient/Outpatient Combined,2023,Grand,Rural,West,1,0,1.8213,343,2.5901,1.8937,2.4878,0.0005,civhc_rbp_fy26
Montrose Regional Health,Inpatient,2022,Montrose,Rural,West,0,0,2.6239,143,1.6768,2.6239,1.6034,1.1674,civhc_rbp_fy26
Montrose Regional Health,Inpatient,2023,Montrose,Rural,West,0,0,2.6307,163,1.7735,2.6307,1.6874,0.0014,civhc_rbp_fy26
Montrose Regional Health,Outpatient,2022,Montrose,Rural,West,0,0,4.2879,11942,2.8235,3.9313,2.7132,0.0744,civhc_rbp_fy26
Montrose Regional Health,Outpatient,2024,Montrose,Rural,West,0,0,4.5842,13402,3.0338,4.187,2.891,0.4459,civhc_rbp_fy26
Mountain Vista Orthopaedic Surgery Center,Outpatient,2021,Weld,Urban,Greeley,0,1,1.6158,525,3.048,3.048,2.4991,0.0019,civhc_rbp_fy26
National Jewish Health,Inpatient/Outpatient Combined,2023,Denver,Urban,Denver,0,0,2.4818,13720,2.1927,1.7678,2.3251,0.0885,civhc_rbp_fy26
North Care Ambulatory Surgery Center,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,1.1246,245,2.5464,2.5524,2.4991,0.3923,civhc_rbp_fy26
North Suburban Medical Center,Outpatient,2021,Adams,Urban,Denver,0,0,3.8644,9198,2.3417,2.9458,2.4991,0.1145,civhc_rbp_fy26
Novamed Surgery Center of Colorado Springs,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.1016,232,2.6399,2.6428,2.528,0.2083,civhc_rbp_fy26
Optum Peak Endoscopy Center,Outpatient,2024,El Paso,Urban,Colorado Springs,0,1,1.2693,1110,2.5757,2.5887,2.524,0.2739,civhc_rbp_fy26
Orthopaedic and Spine Center of the Rockies - Fort Collins,Outpatient,2024,Larimer,Urban,Ft. Collins,0,1,2.5383,804,2.7664,2.7664,2.524,0.0886,civhc_rbp_fy26
Orthopaedic and Spine Center of the Rockies - Loveland,Outpatient,2022,Larimer,Urban,Ft. Collins,0,1,2.2612,1268,2.9914,2.9914,2.528,0.7502,civhc_rbp_fy26
Pagosa Springs Medical Center,Inpatient/Outpatient Combined,2024,Archuleta,Rural,West,1,0,1.5422,2352,2.5642,1.5422,2.4831,0.8507,civhc_rbp_fy26
Park Meadows Outpatient Surgery,Outpatient,2023,Douglas,Urban,Denver,0,1,1.1678,46,2.2485,2.2354,2.4647,0.0005,civhc_rbp_fy26
Park Ridge Surgery Center,Outpatient,2022,Douglas,Urban,Denver,0,1,2.7242,353,2.3542,2.204,2.528,1.4287,civhc_rbp_fy26
Peak One Surgery Center,Outpatient,2022,Summit,Rural,West,0,1,4.0345,488,2.8235,4.6584,2.7132,0.1426,civhc_rbp_fy26
Peak Surgery Center,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.1116,176,2.6399,2.6428,2.528,0.6827,civhc_rbp_fy26
Peak Surgery Center,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.0974,199,2.5173,2.5332,2.4647,0.0003,civhc_rbp_fy26
Premier Eye Surgery Center of Colorado,Outpatient,2022,Boulder,Urban,Boulder,0,1,1.9209,183,2.169,2.169,2.528,1.1014,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Inpatient,2022,Denver,Urban,Denver,0,0,2.6833,1354,2.0119,1.8302,1.99,0.0187,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Inpatient/Outpatient Combined,2023,Denver,Urban,Denver,0,0,2.4642,12290,2.1927,1.7678,2.3251,0.0119,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Outpatient,2023,Denver,Urban,Denver,0,0,1.8622,11158,2.2485,1.722,2.4647,0.0385,civhc_rbp_fy26
Prowers Medical Center,Inpatient/Outpatient Combined,2023,Prowers,Rural,East,1,0,1.7633,3767,2.1433,1.7633,2.4878,0.0062,civhc_rbp_fy26
Prowers Medical Center,Inpatient/Outpatient Combined,2024,Prowers,Rural,East,1,0,1.5981,3539,2.2207,1.5981,2.4831,0.0022,civhc_rbp_fy26
Red Rocks Surgery Centers,Outpatient,2022,Jefferson,Urban,Denver,0,1,1.3868,286,2.3542,2.3461,2.528,0.1553,civhc_rbp_fy26
Research Surgical Center,Outpatient,2024,El Paso,Urban,Colorado Springs,0,1,1.2899,516,2.5757,2.5887,2.524,0.1277,civhc_rbp_fy26
Rio Grande Hospital,Outpatient,2024,Rio Grande,Rural,East,1,0,1.2367,1764,2.4156,1.2367,2.891,0.2091,civhc_rbp_fy26
River Point Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.1487,211,2.4045,2.6401,2.524,0.8605,civhc_rbp_fy26
Rocky Mountain Endoscopy Center - Thornton,Outpatient,2021,Adams,Urban,Denver,0,1,2.3618,2527,2.3417,2.9458,2.4991,0.5436,civhc_rbp_fy26
Rocky Mountain Endoscopy Center - Thornton,Outpatient,2022,Adams,Urban,Denver,0,1,2.6498,2894,2.3542,3.2477,2.528,1.1705,civhc_rbp_fy26
Rocky Mountain Surgery Center,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.868,894,2.3417,2.5878,2.4991,0.1512,civhc_rbp_fy26
Rose Medical Center,Inpatient/Outpatient Combined,2021,Denver,Urban,Denver,0,0,2.0769,14769,2.1842,1.8191,2.2969,0.0098,civhc_rbp_fy26
STATEWIDE,Inpatient/Outpatient Combined,2021,STATEWIDE,STATEWIDE,STATEWIDE,0,0,2.2899,989451,,,,,civhc_rbp_fy26
San Luis Valley Health,Inpatient/Outpatient Combined,2023,Alamosa,Rural,East,0,0,2.1662,6913,2.1433,2.1662,2.4878,0.0039,civhc_rbp_fy26
San Luis Valley Health Conejos County Hospital,Inpatient/Outpatient Combined,2021,Conejos,Rural,East,1,0,1.4441,351,2.1124,1.4441,2.2483,0.0109,civhc_rbp_fy26
San Luis Valley Health Conejos County Hospital,Inpatient/Outpatient Combined,2023,Conejos,Rural,East,1,0,1.7098,666,2.1433,1.7098,2.4878,0.0069,civhc_rbp_fy26
Shady Grove Fertility Colorado Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.9226,321,2.4045,2.6401,2.524,0.9908,civhc_rbp_fy26
Sky Ridge Medical Center,Inpatient,2022,Douglas,Urban,Denver,0,0,1.8567,4163,2.0119,1.8649,1.99,0.001,civhc_rbp_fy26
Southeast Colorado Hospital District,Inpatient/Outpatient Combined,2021,Baca,Rural,East,1,0,2.055,654,2.1124,2.055,2.2483,0.0041,civhc_rbp_fy26
Southeast Colorado Hospital District,Inpatient/Outpatient Combined,2023,Baca,Rural,East,1,0,2.0568,991,2.1433,2.0568,2.4878,0.0273,civhc_rbp_fy26
St. Vincent Health,Inpatient/Outpatient Combined,2022,Lake,Rural,West,1,0,0.9509,995,2.3988,0.9509,2.3417,0.1001,civhc_rbp_fy26
St. Vincent Health,Outpatient,2022,Lake,Rural,West,1,0,0.9747,986,2.8235,0.9747,2.7132,0.1001,civhc_rbp_fy26
Sterling Regional MedCenter,Inpatient/Outpatient Combined,2021,Logan,Rural,East,0,0,2.4449,3662,2.1124,2.4449,2.2483,0.7448,civhc_rbp_fy26
Summit Orthopedic Surgery Center,Outpatient,2022,Summit,Rural,West,0,1,3.5934,133,2.8235,4.6584,2.7132,0.8007,civhc_rbp_fy26
Summit Surgery Center,Outpatient,2021,Larimer,Urban,Ft. Collins,0,1,1.1192,40,2.9767,2.9767,2.4991,0.5099,civhc_rbp_fy26
Surgery Affiliates,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.482,650,2.6399,2.6428,2.528,0.6086,civhc_rbp_fy26
Surgical Center of Peak Endoscopy,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.1083,642,2.5173,2.5332,2.4647,0.6928,civhc_rbp_fy26
Swedish Medical Center,Inpatient,2024,Arapahoe,Urban,Denver,0,0,2.534,1339,1.9574,2.2722,1.9367,1.3902,civhc_rbp_fy26
The Medical Center of Aurora,Inpatient,2022,Arapahoe,Urban,Denver,0,0,1.9526,800,2.0119,2.3832,1.99,0.0009,civhc_rbp_fy26
The Orthopaedic and Spine Center of Southern Colorado,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.4651,591,2.6399,2.6428,2.528,0.1751,civhc_rbp_fy26
The Orthopaedic and Spine Center of Southern Colorado,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.4868,772,2.5173,2.5332,2.4647,0.0602,civhc_rbp_fy26
The Surgery Center at Lone Tree,Outpatient,2021,Douglas,Urban,Denver,0,1,1.7166,614,2.3417,2.2521,2.4991,0.0033,civhc_rbp_fy26
UCHealth Ambulatory Surgery Center - Denver,Outpatient,2021,Denver,Urban,Denver,0,1,1.2388,778,2.3417,1.9352,2.4991,0.0008,civhc_rbp_fy26
UCHealth Broomfield Hospital,Outpatient,2022,Jefferson,Urban,Denver,0,0,3.2713,4178,2.3542,2.3461,2.528,0.048,civhc_rbp_fy26
UCHealth Greeley  Hospital,Inpatient,2021,Weld,Urban,Greeley,0,0,1.9448,364,1.9998,1.9998,1.9401,0.0014,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient,2023,Douglas,Urban,Denver,0,0,1.871,822,1.941,1.886,1.9517,0.8491,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient/Outpatient Combined,2023,Douglas,Urban,Denver,0,0,2.3741,10313,2.1927,2.2619,2.3251,0.4475,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Inpatient,2021,Weld,Urban,Greeley,0,0,1.8805,506,1.9998,1.9998,1.9401,0.0008,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Inpatient,2022,Weld,Urban,Greeley,0,0,1.7187,514,1.8494,1.8494,1.99,0.0005,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Outpatient,2021,Weld,Urban,Greeley,0,0,3.126,16429,3.048,3.048,2.4991,0.202,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Inpatient/Outpatient Combined,2022,Larimer,Urban,Ft. Collins,0,0,3.1267,24697,2.8913,2.8913,2.3666,0.4816,civhc_rbp_fy26
UCHealth Memorial Hospital,Inpatient/Outpatient Combined,2021,El Paso,Urban,Colorado Springs,0,0,2.4434,69338,2.3855,2.3882,2.2969,0.1502,civhc_rbp_fy26
UCHealth Memorial Hospital,Inpatient/Outpatient Combined,2023,El Paso,Urban,Colorado Springs,0,0,2.4581,67676,2.389,2.3967,2.3251,0.1612,civhc_rbp_fy26
UCHealth Parkview Medical Center,Inpatient/Outpatient Combined,2021,Pueblo,Urban,Pueblo,0,0,2.7996,13904,2.8407,2.8407,2.2969,0.183,civhc_rbp_fy26
UCHealth Parkview Medical Center,Outpatient,2023,Pueblo,Urban,Pueblo,0,0,3.4724,9310,3.4403,3.4403,2.4647,0.2114,civhc_rbp_fy26
UCHealth Parkview Pueblo West,Outpatient,2022,Pueblo,Urban,Pueblo,0,0,4.249,874,3.4625,3.4625,2.528,0.0043,civhc_rbp_fy26
UCHealth Parkview Pueblo West,Outpatient,2024,Pueblo,Urban,Pueblo,0,0,3.9373,3754,3.7342,3.7342,2.524,2.3095,civhc_rbp_fy26
UCHealth Poudre Valley Hospital,Outpatient,2023,Larimer,Urban,Ft. Collins,0,0,3.2412,41645,2.8627,2.8627,2.4647,0.0548,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Inpatient/Outpatient Combined,2024,Adams,Urban,Denver,0,0,2.8086,125879,2.3072,2.7948,2.3717,0.8472,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Inpatient/Outpatient Combined,2023,Routt,Rural,West,0,0,2.6603,15277,2.5901,2.6603,2.4878,0.181,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Outpatient,2021,Routt,Rural,West,0,0,3.0111,15770,2.7793,2.9617,2.6902,0.4989,civhc_rbp_fy26
Vail Health Hospital,Inpatient,2023,Eagle,Rural,West,0,0,1.0788,235,1.7735,1.0788,1.6874,0.0003,civhc_rbp_fy26
Vail Valley Surgery Center - Vail,Outpatient,2022,Eagle,Rural,West,0,1,4.9308,837,2.8235,4.1645,2.7132,0.8987,civhc_rbp_fy26
Valley View Hospital,Inpatient/Outpatient Combined,2021,Garfield,Rural,West,0,0,3.3737,18869,2.2831,2.8485,2.2483,0.1786,civhc_rbp_fy26
Valley View Hospital,Inpatient/Outpatient Combined,2024,Garfield,Rural,West,0,0,3.7659,18984,2.5642,3.1788,2.4831,0.5229,civhc_rbp_fy26
Weisbrod Memorial County Hospital,Outpatient,2022,Kiowa,Rural,East,1,0,0.7964,641,2.3479,0.7964,2.7132,0.0024,civhc_rbp_fy26
Wray Community District Hospital,Inpatient,2021,Yuma,Rural,East,1,0,0.7078,55,1.3842,0.7537,1.5263,0.5284,civhc_rbp_fy26
Wray Community District Hospital,Outpatient,2024,Yuma,Rural,East,1,0,1.754,1895,2.4156,1.5149,2.891,0.5362,civhc_rbp_fy26
Yuma District Hospital,Inpatient/Outpatient Combined,2023,Yuma,Rural,East,1,0,1.2977,1555,2.1433,1.3973,2.4878,0.0046,civhc_rbp_fy26
Yuma District Hospital,Outpatient,2021,Yuma,Rural,East,1,0,1.1696,1911,2.3528,1.4436,2.6902,0.1336,civhc_rbp_fy26
Yuma District Hospital,Outpatient,2024,Yuma,Rural,East,1,0,1.1465,1304,2.4156,1.5149,2.891,0.0066,civhc_rbp_fy26
Advanced Vision Surgery Center,Outpatient,2023,Boulder,Urban,Boulder,0,1,1.1315,358,2.2475,2.2475,2.4647,0.0028,civhc_rbp_fy26
Advanced Vision Surgery Center,Outpatient,2024,Boulder,Urban,Boulder,0,1,1.0498,375,2.2621,2.2621,2.524,0.8602,civhc_rbp_fy26
AdventHealth Castle Rock,Inpatient,2021,Douglas,Urban,Denver,0,0,1.5389,1278,1.8993,1.8516,1.9401,0.2599,civhc_rbp_fy26
AdventHealth Castle Rock,Inpatient/Outpatient Combined,2022,Douglas,Urban,Denver,0,0,1.92,10068,2.284,2.2702,2.3666,0.1123,civhc_rbp_fy26
AdventHealth Castle Rock,Outpatient,2024,Douglas,Urban,Denver,0,0,2.891,8931,2.4045,2.3549,2.524,0.4001,civhc_rbp_fy26
AdventHealth Littleton,Inpatient,2022,Arapahoe,Urban,Denver,0,0,1.8338,1232,2.0119,2.3832,1.99,0.0004,civhc_rbp_fy26
AdventHealth Littleton,Inpatient/Outpatient Combined,2023,Arapahoe,Urban,Denver,0,0,2.2274,12536,2.1927,2.5534,2.3251,0.1344,civhc_rbp_fy26
