ccn,dtc_rs_rate,readmission_rsrr,mspb_score,source,source_date
22T066,60.79,9.92,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
22T074,56.51,9.24,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
22TA00,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
22TA47,39.05,8.99,1.13,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
22TA48,44.39,8.24,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
233026,69.67,8.27,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
233027,55.64,9.24,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T002,71.34,8.46,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T015,69.07,9.85,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T019,67.07,9.11,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T021,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T024,64.43,8.81,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T029,63.34,10.63,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T030,76.42,9.08,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T031,62.56,9.77,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T036,70.81,8.00,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T038,70.13,9.44,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T041,63.43,9.72,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T047,65.42,8.75,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T054,69.27,8.81,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T066,74.34,9.11,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T070,64.93,10.38,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T077,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T078,65.97,8.33,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T093,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T097,72.53,8.17,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T105,66.50,9.41,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T117,67.99,9.32,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T130,70.04,9.24,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T132,71.19,9.24,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T141,64.15,9.88,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T146,65.42,9.98,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T151,68.07,9.42,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T156,67.82,8.41,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T165,67.44,9.75,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T195,63.85,10.49,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T197,67.47,10.15,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T207,65.01,9.62,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T227,68.40,8.78,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T230,67.07,9.19,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T244,59.80,10.99,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T254,65.87,9.77,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T259,66.97,8.19,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T269,68.63,8.82,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T270,67.35,9.27,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
23T275,65.63,9.44,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T001,69.29,8.86,0.82,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T004,62.74,9.80,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T010,70.76,7.31,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T019,67.96,8.95,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T036,61.66,7.92,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T038,60.92,8.50,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T047,64.54,9.68,0.80,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T057,67.03,8.88,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T064,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T080,70.45,7.76,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
24T106,59.37,9.26,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
253027,72.61,10.91,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T004,67.92,9.39,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T034,65.47,8.72,0.81,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T040,75.43,8.94,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T078,70.57,9.08,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T081,59.01,8.68,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T082,66.27,9.11,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T084,58.13,11.49,1.15,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T141,67.64,9.63,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T152,55.51,7.61,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263027,64.28,9.15,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263028,68.22,9.42,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263029,66.47,10.12,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263030,69.70,10.64,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263031,63.77,9.16,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263032,61.66,9.72,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263034,72.18,10.16,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T006,62.82,10.50,1.35,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T017,63.97,8.95,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T023,64.38,8.96,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T025,58.89,10.06,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T027,65.97,10.12,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T040,67.68,8.73,0.84,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T057,70.92,8.99,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T062,63.14,8.55,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T068,64.08,8.30,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T085,63.37,10.37,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T094,68.43,9.18,0.85,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T095,72.54,9.89,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T096,62.89,11.22,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T110,61.24,10.37,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T113,62.86,9.58,0.79,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T119,70.12,8.62,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T137,71.29,8.13,0.76,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T141,68.62,9.01,0.77,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T180,71.26,9.29,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T183,77.67,7.78,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T193,65.94,9.28,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26TA16,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26TA17,70.11,8.92,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
273025,70.66,9.30,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
27T012,61.47,8.25,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
27T023,74.31,9.03,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
27TA01,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
283025,64.89,8.61,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T003,64.52,7.87,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T009,66.87,9.35,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T023,63.08,9.98,0.85,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T040,62.22,9.43,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T061,63.02,9.16,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T081,68.13,8.78,0.86,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T125,61.01,8.67,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28TA03,68.84,8.82,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293026,63.69,10.82,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293032,64.43,11.32,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293033,65.53,9.98,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293034,60.46,10.99,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293035,68.00,9.86,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T003,68.06,8.78,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T007,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T032,69.25,9.58,0.85,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T039,62.32,9.58,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T046,57.68,11.66,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T049,70.63,9.44,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29TA02,61.86,9.28,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
303026,59.01,8.69,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
303027,69.30,10.70,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
30T011,61.80,10.34,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
30T014,65.97,9.85,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
30T019,71.22,7.71,1.19,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313025,64.48,8.71,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313027,43.83,7.99,1.23,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313029,77.65,10.02,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313032,65.03,9.93,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313035,75.16,9.24,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313036,72.45,9.70,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313038,68.36,8.65,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T010,64.22,8.39,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T019,63.64,9.01,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T029,60.86,9.03,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T034,73.58,8.90,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T052,69.60,7.79,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T108,60.28,8.44,1.13,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323026,62.32,9.35,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323027,68.34,8.77,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323028,66.40,8.29,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323032,77.51,8.31,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323033,68.64,8.99,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T002,63.66,8.98,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T005,66.99,9.40,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T009,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T063,68.26,8.19,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T065,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T085,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
333030,59.19,8.04,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T005,67.83,8.40,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T013,65.93,8.33,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T014,65.31,9.04,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T024,66.93,9.19,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T027,52.28,8.13,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T044,58.07,9.57,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T046,63.84,7.94,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T047,60.64,9.01,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T049,65.28,8.30,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T056,52.68,9.41,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T058,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T059,62.27,8.87,1.22,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T090,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T101,60.43,7.73,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T102,63.36,9.22,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T126,56.59,9.84,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T127,50.96,9.14,1.22,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T128,67.57,9.27,1.20,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T157,61.88,9.60,0.81,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T160,70.15,8.40,1.35,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T181,61.52,7.63,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T199,54.71,9.29,1.27,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T202,67.38,8.72,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T204,55.57,8.88,1.18,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T214,67.22,7.97,1.15,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T219,55.25,9.15,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T226,69.64,8.60,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T233,63.52,9.53,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T234,60.10,8.77,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T239,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T241,64.00,10.13,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T246,61.73,8.17,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T259,55.73,8.03,1.24,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T261,66.46,9.42,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T279,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T285,71.65,9.11,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T307,65.30,9.60,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T350,66.80,8.61,1.27,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T394,68.88,9.08,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T405,51.67,8.04,1.15,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T406,65.46,8.56,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343025,68.34,9.17,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343026,70.61,8.46,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343027,70.93,11.71,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343028,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T004,68.92,9.15,0.83,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T008,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T014,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T015,70.87,8.97,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T027,66.58,9.98,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T028,64.01,8.98,0.84,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T040,65.35,8.66,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T047,68.92,9.81,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T053,73.04,8.77,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T061,68.19,8.99,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T069,72.38,7.65,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T091,70.93,8.80,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T097,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T098,70.52,8.93,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T113,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T115,73.39,8.75,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T116,68.10,9.40,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T131,70.32,8.74,0.81,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T132,69.63,9.08,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T141,70.18,8.31,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T143,68.91,9.41,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T147,68.80,7.79,0.86,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T155,68.86,8.84,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
353026,68.27,9.27,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
353027,65.83,9.78,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
35T006,54.91,10.11,0.80,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
35T011,60.97,8.18,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363026,59.66,9.46,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363033,69.94,9.98,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363034,67.69,9.02,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363035,69.14,8.88,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363036,66.96,10.92,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363037,67.64,8.48,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363038,67.97,8.54,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363039,67.76,9.51,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363040,67.72,7.56,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363041,67.30,8.79,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363042,66.36,8.96,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363043,64.97,9.33,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363045,66.48,9.69,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363046,60.65,8.59,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363047,65.32,8.86,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363048,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363049,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36R325,67.81,9.58,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36R327,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T001,64.29,9.32,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T008,66.30,10.19,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T009,61.85,9.40,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T010,68.68,9.09,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T016,67.12,10.15,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T025,60.80,9.99,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T032,64.75,8.88,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T036,60.22,8.67,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T041,71.45,9.15,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T054,65.93,9.23,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T056,68.24,9.34,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T059,58.76,8.86,1.18,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T066,61.74,8.63,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T068,68.42,7.90,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T070,68.43,9.58,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
